source,target,value
cascade,first-order,1
cascade,convolution,1
cascade,iir,1
cascade,for,1
cascade,-point,1
cascade,representation,1
first-order,-point,1
first-order,for,1
convolution,iir,1
convolution,property,1
convolution,aliasing,1
iir,second-order,1
for,sampling,1
-point,first,1
-point,second,1
-point,sine,1
representation,second,1
representation,first-order,1
representation,square,1
