source,target,value
constant,matrix,1
constant,row,1
constant,vector,1
constant,peak,1
constant,points,1
constant,image,1
matrix,vector,1
matrix,region,1
row,points,1
row,peak,1
vector,lpf,1
peak,points,1
peak,side,1
peak,locations,1
points,than,1
image,scale,1
image,times,1
image,within,1
