source,target,value
musical,computer,1
musical,using,1
musical,pulse,1
musical,after,1
musical,results,1
musical,up,1
computer,spectrogram,1
computer,up,1
computer,become,1
using,digital,1
using,long,1
using,good,1
pulse,th,1
pulse,discrete,1
pulse,while,1
after,some,1
after,audio,1
after,most,1
results,order,1
results,digital,1
results,using,1
up,vectors,1
up,image,1
