source,target,value
notation,aliasing,1
notation,inverse,1
notation,another,1
notation,theorem,1
notation,spot,1
notation,periodicity,1
aliasing,theorem,1
aliasing,inverse,1
inverse,another,1
inverse,condition,1
another,most,1
another,condition,1
theorem,reconstruction,1
spot,us,1
spot,another,1
periodicity,theorem,1
periodicity,spot,1
