source,target,value
constructed,tuning,1
constructed,rest,1
constructed,another,1
constructed,good,1
constructed,above,1
constructed,three,1
tuning,via,1
tuning,fork,1
tuning,several,1
rest,become,1
rest,notes,1
rest,above,1
another,most,1
another,inverse,1
another,condition,1
good,using,1
good,most,1
good,without,1
above,becomes,1
above,theorem,1
above,via,1
three,their,1
three,dfts,1
three,polynomials,1
