source,target,value
demo,'for,1
demo,'we,1
demo,'if,1
demo,\xa0,1
demo,'use,1
demo,'in,1
'for,'now,1
'for,'if,1
'we,'now,1
'we,'for,1
'if,'this,1
'if,'summary,1
\xa0,'the,1
\xa0,'example,1
\xa0,'in,1
'use,'now,1
'use,'for,1
'in,'the,1
'in,'example,1
