source,target,value
advantage,zero-order,1
advantage,specified,1
advantage,producing,1
advantage,analyze,1
advantage,formulas,1
advantage,shapes,1
zero-order,specified,1
zero-order,piece,1
zero-order,practice,1
specified,create,1
specified,rather,1
specified,no,1
producing,study,1
producing,practice,1
producing,work,1
analyze,produced,1
analyze,needed,1
analyze,very,1
formulas,power,1
formulas,design,1
formulas,arithmetic,1
shapes,exact,1
shapes,advanced,1
shapes,up,1
