source,target,value
telecommunication,flipping,1
telecommunication,'101,1
telecommunication,zcoords,1
telecommunication,shot,1
telecommunication,hertz,1
telecommunication,b,1
flipping,initially,1
flipping,ucplot,1
flipping,0.01,1
'101,'287,1
'101,"1,11",1
'101,elementary,1
zcoords,flashes,1
zcoords,drawing,1
zcoords,0.1,1
shot,typical,1
shot,"2,1,1",1
shot,triangular,1
hertz,hz,1
hertz,domain,1
hertz,magnitude,1
b,),1
b,(,1
b,c,1
