source,target,value
superposition,summing,1
superposition,rotation,1
superposition,sine,1
superposition,another,1
superposition,second-order,1
superposition,suppose,1
summing,notes,1
summing,via,1
summing,above,1
rotation,operation,1
rotation,using,1
rotation,error,1
sine,first,1
sine,sinusoidal,1
sine,second,1
another,most,1
another,inverse,1
another,condition,1
second-order,another,1
second-order,feedback,1
second-order,operation,1
suppose,integral,1
suppose,sine,1
