source,target,value
output,input,1
output,sequence,1
output,signal,1
output,period,1
output,same,1
output,function,1
input,signal,1
input,sequence,1
sequence,signal,1
sequence,values,1
signal,continuous-time,1
period,same,1
period,sequence,1
period,equal,1
same,sum,1
same,exactly,1
function,system,1
function,overall,1
function,sequence,1
