source,target,value
table,%,1
table,16,1
table,12,1
table,9,1
table,7,1
table,10,1
%,gui,1
%,fft,1
16,10,1
16,*,1
16,%,1
12,16,1
12,7,1
9,{,1
9,#,1
9,lab,1
7,{,1
7,9,1
10,fft,1
10,%,1
