source,target,value
handy,'640,1
handy,'192,1
handy,'266,1
handy,blurry,1
handy,'798,1
handy,recipe,1
'640,'in,1
'640,'matlab,1
'640,extensible,1
'192,'690,1
'192,'consider,1
'192,'295,1
'266,'175,1
'266,'956,1
'266,'35,1
blurry,'825,1
blurry,'509,1
'798,somewhere,1
'798,'639,1
'798,redo,1
recipe,divison,1
recipe,'912,1
recipe,7-th,1
