source,target,value
numerical,operation,1
numerical,tuning,1
numerical,another,1
numerical,pair,1
numerical,theorem,1
numerical,most,1
operation,rotation,1
operation,using,1
operation,order,1
tuning,via,1
tuning,fork,1
tuning,several,1
another,most,1
another,inverse,1
another,condition,1
pair,another,1
pair,define,1
pair,operation,1
theorem,reconstruction,1
theorem,notation,1
theorem,aliasing,1
most,some,1
most,without,1
