source,target,value
neural,increased,1
neural,really,1
neural,waveshape,1
neural,example,1
neural,follows,1
neural,following,1
increased,general,1
increased,sufficient,1
increased,therefore,1
really,software,1
really,undo,1
really,ideas,1
waveshape,upon,1
waveshape,foregoing,1
waveshape,moved,1
example,following,1
example,consider,1
example,",",1
follows,following,1
follows,property,1
follows,simple,1
following,property,1
following,linearity,1
