source,target,value
pulse,th,1
pulse,discrete,1
pulse,while,1
pulse,phasor,1
pulse,digital,1
pulse,image,1
th,while,1
th,through,1
discrete,digital,1
discrete,phasor,1
while,error,1
while,rate,1
phasor,conjugate,1
digital,using,1
digital,through,1
digital,like,1
image,scale,1
image,times,1
image,within,1
