source,target,value
weekly,instruments,1
weekly,obvious,1
weekly,audio,1
weekly,short,1
weekly,spaced,1
weekly,problems,1
instruments,frequency-domain,1
instruments,short,1
instruments,several,1
obvious,audio,1
obvious,another,1
obvious,still,1
audio,after,1
audio,some,1
audio,another,1
short,via,1
short,basic,1
short,frequency-domain,1
spaced,computer,1
spaced,around,1
spaced,their,1
problems,step,1
problems,basic,1
problems,frequency-domain,1
