source,target,value
sampling,first,1
sampling,second,1
sampling,sine,1
sampling,operation,1
sampling,rate,1
sampling,rotation,1
first,second,1
first,-point,1
second,-point,1
second,sine,1
sine,first,1
sine,sinusoidal,1
operation,rotation,1
operation,using,1
operation,order,1
rate,while,1
rate,less,1
rate,were,1
rotation,using,1
rotation,error,1
