source,target,value
technology,squarer,1
technology,fail,1
technology,implements,1
technology,string,1
technology,x41,1
technology,class=,1
squarer,discrete-time,1
squarer,defined,1
squarer,periodic,1
fail,deg,1
fail,displacement,1
fail,coordinate,1
implements,4096,1
implements,392,1
implements,1024,1
string,nearly,1
string,demos,1
string,flips,1
x41,helpwin,1
x41,colormap,1
x41,graduate,1
class=,treble,1
class=,1280,1
class=,limit,1
