source,target,value
filterdesign,running-average,1
filterdesign,bandpass,1
filterdesign,lies,1
filterdesign,lowpass,1
filterdesign,beat,1
filterdesign,average,1
running-average,lowpass,1
running-average,second-order,1
running-average,iir,1
bandpass,first-order,1
bandpass,ideal,1
bandpass,feedback,1
lies,about,1
lies,order,1
lies,most,1
lowpass,second-order,1
lowpass,operator,1
beat,via,1
beat,d-to-c,1
beat,theorem,1
average,delay,1
average,ideal,1
average,width,1
