source,target,value
powers,direction,1
powers,give,1
powers,make,1
powers,study,1
powers,very,1
powers,define,1
direction,region,1
direction,analysis,1
direction,was,1
give,make,1
give,you,1
give,even,1
make,you,1
make,out,1
study,often,1
study,give,1
study,make,1
very,mathematical,1
very,product,1
very,much,1
define,before,1
define,very,1
define,process,1
