source,target,value
2.7,4.6,0.0
2.7,5.0,0.03564356435643564
2.7,5.1,0.0
2.7,5.2,0.0
2.7,5.3,0.0
2.7,5.4,0.0
2.7,5.5,0.09504950495049505
2.7,5.6,0.0
2.7,5.7,0.0
2.7,5.8,0.0
2.7,5.9,0.0
2.7,6.0,0.0
2.7,6.1,0.023762376237623752
2.7,6.2,0.0
2.7,6.3,0.0
2.7,6.4,0.0
2.7,6.5,0.0
2.7,6.6,0.0
2.7,6.7,0.0
2.7,6.8,0.0
2.7,6.9,0.0
2.7,7.0,0.0
2.7,7.2,0.07128712871287128
2.7,7.3,0.0
2.7,7.4,0.11881188118811879
2.7,7.5,0.0
2.7,7.6,0.0
2.7,7.7,0.0
2.7,8.1,0.0
2.7,8.11,0.0
2.7,8.2,0.08316831683168317
2.7,8.4,0.0
2.7,8.5,0.0
2.7,8.6,0.0
2.7,8.7,0.0
2.7,8.8,0.0
2.7,8.9,0.0
2.7,9.0,0.05940594059405942
2.7,9.1,0.0
2.7,9.2,0.0
2.7,9.3,0.0
2.7,9.4,0.0
2.7,9.5,0.0
2.7,9.6,0.0
2.7,9.7,0.0
2.7,9.8,0.0
2.7,9.9,0.0
2.7,10.0,0.0
2.7,10.1,0.0
2.7,10.11,0.0
2.7,10.12,0.0
2.7,10.2,0.0
2.7,10.3,0.0
2.7,10.4,0.0
2.7,10.5,0.0
2.7,10.6,0.0
2.7,10.7,0.0
2.7,10.8,0.0
2.7,10.9,0.0
2.8,2.9,0.0
2.8,3.0,0.02376237623762377
2.8,3.1,0.03960396039603962
2.8,3.11,0.15247524752475253
2.8,3.2,0.0
2.8,3.3,0.0
2.8,3.4,0.1524752475247525
2.8,3.5,0.04356435643564356
2.8,3.6,0.0
2.8,3.7,0.23960396039603965
2.8,3.8,0.1742574257425743
2.8,3.9,0.0
2.8,4.0,0.0
2.8,4.1,0.07920792079207925
2.8,4.2,0.049504950495049535
2.8,4.3,0.0
2.8,4.4,0.0
2.8,4.5,0.0
2.8,4.6,0.0
2.8,5.0,0.0
2.8,5.1,0.17821782178217824
2.8,5.2,0.0
2.8,5.3,0.0
2.8,5.4,0.06930693069306934
2.8,5.5,0.0
2.8,5.6,0.0
2.8,5.7,0.0
2.8,5.8,0.0
2.8,5.9,0.0
2.8,6.0,0.0
2.8,6.1,0.15841584158415845
2.8,6.2,0.0
2.8,6.3,0.0
2.8,6.4,0.0
2.8,6.5,0.16237623762376238
2.8,6.6,0.0
2.8,6.7,0.0
2.8,6.8,0.0
2.8,6.9,0.0
2.8,7.0,0.102970297029703
2.8,7.2,0.08712871287128715
2.8,7.3,0.0
2.8,7.4,0.0
2.8,7.5,0.0
2.8,7.6,0.13069306930693075
2.8,7.7,0.2910891089108911
2.8,8.1,0.0
2.8,8.11,0.19405940594059407
2.8,8.2,0.0
2.8,8.4,0.0
2.8,8.5,0.19603960396039605
2.8,8.6,0.10891089108910897
2.8,8.7,0.0
2.8,8.8,0.03168316831683169
2.8,8.9,0.0
2.8,9.0,0.0
2.8,9.1,0.0
2.8,9.2,0.0
2.8,9.3,0.0
2.8,9.4,0.11881188118811885
2.8,9.5,0.0
2.8,9.6,0.0
2.8,9.7,0.0
2.8,9.8,0.0
2.8,9.9,0.0
2.8,10.0,0.11881188118811882
2.8,10.1,0.0
2.8,10.11,0.0
2.8,10.12,0.0
2.8,10.2,0.07920792079207926
2.8,10.3,0.0
2.8,10.4,0.0
2.8,10.5,0.25742574257425754
2.8,10.6,0.0
2.8,10.7,0.0
2.8,10.8,0.0
2.8,10.9,0.0
2.9,3.0,0.0
2.9,3.1,0.07524752475247523
2.9,3.11,0.08118811881188119
2.9,3.2,0.0
2.9,3.3,0.0
2.9,3.4,0.198019801980198
2.9,3.5,0.0
2.9,3.6,0.03762376237623762
2.9,3.7,0.0
2.9,3.8,0.0
2.9,3.9,0.0
2.9,4.0,0.0
2.9,4.1,0.007920792079207916
2.9,4.2,0.0
2.9,4.3,0.0
2.9,4.4,0.0
2.9,4.5,0.0
2.9,4.6,0.10891089108910892
2.9,5.0,0.011881188118811876
2.9,5.1,0.0
2.9,5.2,0.0
2.9,5.3,0.0
2.9,5.4,0.0297029702970297
2.9,5.5,0.031683168316831684
2.9,5.6,0.011881188118811876
2.9,5.7,0.0
2.9,5.8,0.0
2.9,5.9,0.12475247524752472
2.9,6.0,0.0
2.9,6.1,0.007920792079207916
2.9,6.2,0.031683168316831684
2.9,6.3,0.0
2.9,6.4,0.17425742574257425
2.9,6.5,0.04356435643564355
2.9,6.6,0.0
2.9,6.7,0.023762376237623763
2.9,6.8,0.0
2.9,6.9,0.13465346534653466
2.9,7.0,0.0
2.9,7.2,0.023762376237623752
2.9,7.3,0.0
2.9,7.4,0.03960396039603959
2.9,7.5,0.2396039603960396
2.9,7.6,0.0
2.9,7.7,0.0
2.9,8.1,0.1584158415841584
2.9,8.11,0.0
2.9,8.2,0.027722772277227713
2.9,8.4,0.0
2.9,8.5,0.0
2.9,8.6,0.0
2.9,8.7,0.0
2.9,8.8,0.06534653465346535
2.9,8.9,0.0
2.9,9.0,0.019801980198019802
2.9,9.1,0.07128712871287131
2.9,9.2,0.0
2.9,9.3,0.0
2.9,9.4,0.0
2.9,9.5,0.0
2.9,9.6,0.0
2.9,9.7,0.0
2.9,9.8,0.0
2.9,9.9,0.0
2.9,10.0,0.0
2.9,10.1,0.0
2.9,10.11,0.04158415841584158
2.9,10.12,0.099009900990099
2.9,10.2,0.0
2.9,10.3,0.0
2.9,10.4,0.0
2.9,10.5,0.0
2.9,10.6,0.0
2.9,10.7,0.0
2.9,10.8,0.0
2.9,10.9,0.04752475247524752
3.0,3.1,0.02970297029702971
3.0,3.11,0.0
3.0,3.2,0.0
3.0,3.3,0.07128712871287131
3.0,3.4,0.12475247524752475
3.0,3.5,0.0
3.0,3.6,0.0
3.0,3.7,0.0
3.0,3.8,0.0
3.0,3.9,0.0
3.0,4.0,0.0
3.0,4.1,0.2673267326732674
3.0,4.2,0.205940594059406
3.0,4.3,0.0
3.0,4.4,0.0
3.0,4.5,0.0
3.0,4.6,0.0
3.0,5.0,0.0
3.0,5.1,0.0
3.0,5.2,0.0
3.0,5.3,0.0
3.0,5.4,0.0
3.0,5.5,0.0
3.0,5.6,0.0
3.0,5.7,0.0
3.0,5.8,0.0
3.0,5.9,0.0
3.0,6.0,0.027722772277227723
3.0,6.1,0.0
3.0,6.2,0.14653465346534655
3.0,6.3,0.02376237623762376
3.0,6.4,0.0
3.0,6.5,0.15445544554455445
3.0,6.6,0.0
3.0,6.7,0.0
3.0,6.8,0.0
3.0,6.9,0.0
3.0,7.0,0.310891089108911
3.0,7.2,0.0
3.0,7.3,0.0
3.0,7.4,0.0
3.0,7.5,0.0
3.0,7.6,0.0
3.0,7.7,0.0
3.0,8.1,0.0
3.0,8.11,0.15841584158415845
3.0,8.2,0.0
3.0,8.4,0.0
3.0,8.5,0.0
3.0,8.6,0.0
3.0,8.7,0.0
3.0,8.8,0.0
3.0,8.9,0.0
3.0,9.0,0.0
3.0,9.1,0.0
3.0,9.2,0.0
3.0,9.3,0.0
3.0,9.4,0.0
3.0,9.5,0.0
3.0,9.6,0.0
3.0,9.7,0.0
3.0,9.8,0.0
3.0,9.9,0.0
3.0,10.0,0.0
3.0,10.1,0.0
3.0,10.11,0.0
3.0,10.12,0.0
3.0,10.2,0.0
3.0,10.3,0.0
3.0,10.4,0.0
3.0,10.5,0.0
3.0,10.6,0.0
3.0,10.7,0.0
3.0,10.8,0.0
3.0,10.9,0.0
3.1,3.11,0.0
3.1,3.2,0.0
3.1,3.3,0.15247524752475247
3.1,3.4,0.14851485148514848
3.1,3.5,0.0
3.1,3.6,0.02772277227722772
3.1,3.7,0.0
3.1,3.8,0.17425742574257425
3.1,3.9,0.04356435643564355
3.1,4.0,0.0
3.1,4.1,0.12673267326732673
3.1,4.2,0.06534653465346536
3.1,4.3,0.17425742574257425
3.1,4.4,0.0
3.1,4.5,0.0
3.1,4.6,0.0
3.1,5.0,0.04158415841584158
3.1,5.1,0.0
3.1,5.2,0.0
3.1,5.3,0.0
3.1,5.4,0.0
3.1,5.5,0.1108910891089109
3.1,5.6,0.0
3.1,5.7,0.0
3.1,5.8,0.0
3.1,5.9,0.0
3.1,6.0,0.0
3.1,6.1,0.02772277227722772
3.1,6.2,0.011881188118811878
3.1,6.3,0.09504950495049504
3.1,6.4,0.0
3.1,6.5,0.0
3.1,6.6,0.0
3.1,6.7,0.0
3.1,6.8,0.0
3.1,6.9,0.0
3.1,7.0,0.019801980198019802
3.1,7.2,0.08316831683168316
3.1,7.3,0.0594059405940594
3.1,7.4,0.1386138613861386
3.1,7.5,0.059405940594059396
3.1,7.6,0.0
3.1,7.7,0.0
3.1,8.1,0.059405940594059396
3.1,8.11,0.0
3.1,8.2,0.33663366336633666
3.1,8.4,0.0
3.1,8.5,0.07128712871287128
3.1,8.6,0.0
3.1,8.7,0.2396039603960396
3.1,8.8,0.0
3.1,8.9,0.10891089108910892
3.1,9.0,0.06930693069306933
3.1,9.1,0.0
3.1,9.2,0.0
3.1,9.3,0.0
3.1,9.4,0.0
3.1,9.5,0.0
3.1,9.6,0.0
3.1,9.7,0.0
3.1,9.8,0.0
3.1,9.9,0.0
3.1,10.0,0.0
3.1,10.1,0.0
3.1,10.11,0.0
3.1,10.12,0.08316831683168316
3.1,10.2,0.0
3.1,10.3,0.0
3.1,10.4,0.0
3.1,10.5,0.0
3.1,10.6,0.0
3.1,10.7,0.0
3.1,10.8,0.0
3.1,10.9,0.0
3.11,3.2,0.04752475247524753
3.11,3.3,0.019801980198019802
3.11,3.4,0.09702970297029703
3.11,3.5,0.027722772277227716
3.11,3.6,0.0
3.11,3.7,0.1524752475247525
3.11,3.8,0.1108910891089109
3.11,3.9,0.0
3.11,4.0,0.0
3.11,4.1,0.0
3.11,4.2,0.0
3.11,4.3,0.0
3.11,4.4,0.0
3.11,4.5,0.0
3.11,4.6,0.04950495049504951
3.11,5.0,0.0
3.11,5.1,0.0
3.11,5.2,0.03960396039603963
3.11,5.3,0.18019801980198027
3.11,5.4,0.1524752475247525
3.11,5.5,0.02376237623762377
3.11,5.6,0.0
3.11,5.7,0.03960396039603962
3.11,5.8,0.0
3.11,5.9,0.14455445544554457
3.11,6.0,0.0
3.11,6.1,0.0
3.11,6.2,0.0
3.11,6.3,0.0
3.11,6.4,0.0
3.11,6.5,0.0
3.11,6.6,0.03960396039603962
3.11,6.7,0.0
3.11,6.8,0.1524752475247525
3.11,6.9,0.17425742574257433
3.11,7.0,0.05544554455445547
3.11,7.2,0.05544554455445545
3.11,7.3,0.23960396039603965
3.11,7.4,0.19603960396039605
3.11,7.5,0.0
3.11,7.6,0.13069306930693075
3.11,7.7,0.041584158415841586
3.11,8.1,0.023762376237623766
3.11,8.11,0.05544554455445545
3.11,8.2,0.07920792079207922
3.11,8.4,0.0
3.11,8.5,0.21980198019801978
3.11,8.6,0.06930693069306934
3.11,8.7,0.0
3.11,8.8,0.0
3.11,8.9,0.007920792079207917
3.11,9.0,0.0
3.11,9.1,0.08910891089108913
3.11,9.2,0.0
3.11,9.3,0.0
3.11,9.4,0.0
3.11,9.5,0.05544554455445545
3.11,9.6,0.0
3.11,9.7,0.0
3.11,9.8,0.0
3.11,9.9,0.0
3.11,10.0,0.0
3.11,10.1,0.0
3.11,10.11,0.0
3.11,10.12,0.1742574257425743
3.11,10.2,0.0
3.11,10.3,0.0
3.11,10.4,0.0
3.11,10.5,0.0
3.11,10.6,0.015841584158415845
3.11,10.7,0.0
3.11,10.8,0.0
3.11,10.9,0.24950495049504956
3.2,3.3,0.0
3.2,3.4,0.0
3.2,3.5,0.0
3.2,3.6,0.0
3.2,3.7,0.0
3.2,3.8,0.0
3.2,3.9,0.3564356435643565
3.2,4.0,0.00792079207920792
3.2,4.1,0.0
3.2,4.2,0.0
3.2,4.3,0.0
3.2,4.4,0.007920792079207917
3.2,4.5,0.0
3.2,4.6,0.0
3.2,5.0,0.0
3.2,5.1,0.0
3.2,5.2,0.0
3.2,5.3,0.0
3.2,5.4,0.0
3.2,5.5,0.0
3.2,5.6,0.0
3.2,5.7,0.0
3.2,5.8,0.0
3.2,5.9,0.0
3.2,6.0,0.0
3.2,6.1,0.0
3.2,6.2,0.0
3.2,6.3,0.0
3.2,6.4,0.0
3.2,6.5,0.0
3.2,6.6,0.0
3.2,6.7,0.0
3.2,6.8,0.0
3.2,6.9,0.0
3.2,7.0,0.0
3.2,7.2,0.0
3.2,7.3,0.0
3.2,7.4,0.0
3.2,7.5,0.0
3.2,7.6,0.0316831683168317
3.2,7.7,0.0
3.2,8.1,0.0
3.2,8.11,0.0
3.2,8.2,0.0
3.2,8.4,0.0
3.2,8.5,0.06336633663366338
3.2,8.6,0.0
3.2,8.7,0.0
3.2,8.8,0.0
3.2,8.9,0.0
3.2,9.0,0.0
3.2,9.1,0.0
3.2,9.2,0.0
3.2,9.3,0.0
3.2,9.4,0.0
3.2,9.5,0.0
3.2,9.6,0.0
3.2,9.7,0.0
3.2,9.8,0.0
3.2,9.9,0.0
3.2,10.0,0.0
3.2,10.1,0.0
3.2,10.11,0.0
3.2,10.12,0.0
3.2,10.2,0.0
3.2,10.3,0.0
3.2,10.4,0.0
3.2,10.5,0.0
3.2,10.6,0.0
3.2,10.7,0.0
3.2,10.8,0.0
3.2,10.9,0.0
3.3,3.4,0.3881188118811881
3.3,3.5,0.1782178217821782
3.3,3.6,0.21386138613861388
3.3,3.7,0.23564356435643558
3.3,3.8,0.0
3.3,3.9,0.027722772277227713
3.3,4.0,0.0
3.3,4.1,0.12475247524752475
3.3,4.2,0.1485148514851485
3.3,4.3,0.11089108910891088
3.3,4.4,0.0
3.3,4.5,0.0
3.3,4.6,0.0
3.3,5.0,0.0
3.3,5.1,0.0
3.3,5.2,0.0
3.3,5.3,0.0
3.3,5.4,0.0
3.3,5.5,0.0
3.3,5.6,0.0
3.3,5.7,0.0
3.3,5.8,0.0
3.3,5.9,0.0
3.3,6.0,0.0
3.3,6.1,0.0
3.3,6.2,0.17821782178217824
3.3,6.3,0.0
3.3,6.4,0.0
3.3,6.5,0.0712871287128713
3.3,6.6,0.0
3.3,6.7,0.07128712871287131
3.3,6.8,0.0
3.3,6.9,0.0
3.3,7.0,0.0
3.3,7.2,0.0
3.3,7.3,0.0
3.3,7.4,0.0
3.3,7.5,0.0
3.3,7.6,0.0
3.3,7.7,0.0
3.3,8.1,0.0
3.3,8.11,0.0
3.3,8.2,0.15247524752475247
3.3,8.4,0.0
3.3,8.5,0.0
3.3,8.6,0.03564356435643564
3.3,8.7,0.2356435643564356
3.3,8.8,0.0
3.3,8.9,0.08910891089108912
3.3,9.0,0.0
3.3,9.1,0.10891089108910894
3.3,9.2,0.0
3.3,9.3,0.0
3.3,9.4,0.0
3.3,9.5,0.0
3.3,9.6,0.0792079207920792
3.3,9.7,0.0
3.3,9.8,0.0
3.3,9.9,0.0
3.3,10.0,0.0
3.3,10.1,0.0
3.3,10.11,0.0
3.3,10.12,0.0
3.3,10.2,0.1524752475247525
3.3,10.3,0.0
3.3,10.4,0.0
3.3,10.5,0.03168316831683169
3.3,10.6,0.0
3.3,10.7,0.0
3.3,10.8,0.0
3.3,10.9,0.0
3.4,3.5,0.17029702970297028
3.4,3.6,0.19801980198019806
3.4,3.7,0.39009900990099006
3.4,3.8,0.11089108910891088
3.4,3.9,0.0
3.4,4.0,0.0
3.4,4.1,0.21980198019801978
3.4,4.2,0.0
3.4,4.3,0.0
3.4,4.4,0.0
3.4,4.5,0.0
3.4,4.6,0.0
3.4,5.0,0.03564356435643564
3.4,5.1,0.0
3.4,5.2,0.0
3.4,5.3,0.0
3.4,5.4,0.0
3.4,5.5,0.09504950495049505
3.4,5.6,0.0
3.4,5.7,0.0
3.4,5.8,0.0
3.4,5.9,0.0
3.4,6.0,0.03564356435643564
3.4,6.1,0.023762376237623756
3.4,6.2,0.043564356435643554
3.4,6.3,0.0
3.4,6.4,0.0
3.4,6.5,0.10693069306930691
3.4,6.6,0.0
3.4,6.7,0.047524752475247525
3.4,6.8,0.0
3.4,6.9,0.0
3.4,7.0,0.19801980198019806
3.4,7.2,0.12673267326732673
3.4,7.3,0.0
3.4,7.4,0.11881188118811879
3.4,7.5,0.0
3.4,7.6,0.08316831683168317
3.4,7.7,0.04158415841584158
3.4,8.1,0.21782178217821782
3.4,8.11,0.05544554455445544
3.4,8.2,0.08316831683168316
3.4,8.4,0.0
3.4,8.5,0.12475247524752472
3.4,8.6,0.1227722772277228
3.4,8.7,0.01782178217821782
3.4,8.8,0.0
3.4,8.9,0.0
3.4,9.0,0.05940594059405942
3.4,9.1,0.09900990099009903
3.4,9.2,0.0
3.4,9.3,0.0
3.4,9.4,0.0
3.4,9.5,0.0
3.4,9.6,0.0
3.4,9.7,0.0
3.4,9.8,0.0
3.4,9.9,0.0
3.4,10.0,0.0
3.4,10.1,0.0
3.4,10.11,0.0
3.4,10.12,0.0
3.4,10.2,0.13861386138613863
3.4,10.3,0.0
3.4,10.4,0.0
3.4,10.5,0.0
3.4,10.6,0.0
3.4,10.7,0.0
3.4,10.8,0.0
3.4,10.9,0.0
3.5,3.6,0.16039603960396037
3.5,3.7,0.04356435643564355
3.5,3.8,0.03168316831683168
3.5,3.9,0.0
3.5,4.0,0.0
3.5,4.1,0.0
3.5,4.2,0.06534653465346536
3.5,4.3,0.0
3.5,4.4,0.0
3.5,4.5,0.0
3.5,4.6,0.059405940594059396
3.5,5.0,0.0
3.5,5.1,0.0
3.5,5.2,0.0
3.5,5.3,0.0
3.5,5.4,0.0
3.5,5.5,0.0
3.5,5.6,0.0
3.5,5.7,0.0
3.5,5.8,0.0
3.5,5.9,0.0
3.5,6.0,0.1108910891089109
3.5,6.1,0.12673267326732676
3.5,6.2,0.0
3.5,6.3,0.0
3.5,6.4,0.07920792079207921
3.5,6.5,0.10693069306930691
3.5,6.6,0.0
3.5,6.7,0.0
3.5,6.8,0.0
3.5,6.9,0.0
3.5,7.0,0.015841584158415842
3.5,7.2,0.01584158415841584
3.5,7.3,0.0
3.5,7.4,0.0
3.5,7.5,0.0
3.5,7.6,0.023762376237623756
3.5,7.7,0.011881188118811876
3.5,8.1,0.0
3.5,8.11,0.01584158415841584
3.5,8.2,0.0
3.5,8.4,0.0
3.5,8.5,0.035643564356435634
3.5,8.6,0.019801980198019802
3.5,8.7,0.0
3.5,8.8,0.0
3.5,8.9,0.0
3.5,9.0,0.05346534653465347
3.5,9.1,0.17425742574257427
3.5,9.2,0.0
3.5,9.3,0.0
3.5,9.4,0.0
3.5,9.5,0.0
3.5,9.6,0.0
3.5,9.7,0.0
3.5,9.8,0.0
3.5,9.9,0.0
3.5,10.0,0.0
3.5,10.1,0.0
3.5,10.11,0.0
3.5,10.12,0.0
3.5,10.2,0.0
3.5,10.3,0.0
3.5,10.4,0.0
3.5,10.5,0.0
3.5,10.6,0.0
3.5,10.7,0.0
3.5,10.8,0.0
3.5,10.9,0.0
3.6,3.7,0.0
3.6,3.8,0.0
3.6,3.9,0.0
3.6,4.0,0.0
3.6,4.1,0.007920792079207917
3.6,4.2,0.0
3.6,4.3,0.0
3.6,4.4,0.0
3.6,4.5,0.0
3.6,4.6,0.03960396039603962
3.6,5.0,0.01188118811881188
3.6,5.1,0.0
3.6,5.2,0.0
3.6,5.3,0.0
3.6,5.4,0.0
3.6,5.5,0.03168316831683169
3.6,5.6,0.019801980198019802
3.6,5.7,0.0
3.6,5.8,0.0
3.6,5.9,0.019801980198019802
3.6,6.0,0.0
3.6,6.1,0.00792079207920792
3.6,6.2,0.0
3.6,6.3,0.0
3.6,6.4,0.04356435643564356
3.6,6.5,0.0
3.6,6.6,0.0
3.6,6.7,0.03960396039603963
3.6,6.8,0.0
3.6,6.9,0.07920792079207926
3.6,7.0,0.0
3.6,7.2,0.02376237623762376
3.6,7.3,0.0
3.6,7.4,0.13861386138613863
3.6,7.5,0.0
3.6,7.6,0.0
3.6,7.7,0.0
3.6,8.1,0.0
3.6,8.11,0.10891089108910895
3.6,8.2,0.027722772277227716
3.6,8.4,0.0
3.6,8.5,0.0
3.6,8.6,0.0
3.6,8.7,0.03564356435643565
3.6,8.8,0.10891089108910897
3.6,8.9,0.0
3.6,9.0,0.01980198019801981
3.6,9.1,0.0
3.6,9.2,0.0
3.6,9.3,0.0
3.6,9.4,0.0
3.6,9.5,0.0
3.6,9.6,0.0
3.6,9.7,0.0
3.6,9.8,0.04356435643564356
3.6,9.9,0.0
3.6,10.0,0.0
3.6,10.1,0.0
3.6,10.11,0.06930693069306933
3.6,10.12,0.0
3.6,10.2,0.0
3.6,10.3,0.0
3.6,10.4,0.0
3.6,10.5,0.12475247524752478
3.6,10.6,0.0
3.6,10.7,0.0
3.6,10.8,0.0
3.6,10.9,0.07920792079207924
3.7,3.8,0.20396039603960398
3.7,3.9,0.0
3.7,4.0,0.05346534653465347
3.7,4.1,0.03960396039603962
3.7,4.2,0.14257425742574262
3.7,4.3,0.0
3.7,4.4,0.03564356435643564
3.7,4.5,0.011881188118811876
3.7,4.6,0.0
3.7,5.0,0.0
3.7,5.1,0.0
3.7,5.2,0.0
3.7,5.3,0.0
3.7,5.4,0.0
3.7,5.5,0.0
3.7,5.6,0.0
3.7,5.7,0.0
3.7,5.8,0.0
3.7,5.9,0.0
3.7,6.0,0.047524752475247525
3.7,6.1,0.05544554455445545
3.7,6.2,0.0
3.7,6.3,0.0712871287128713
3.7,6.4,0.0
3.7,6.5,0.0
3.7,6.6,0.0
3.7,6.7,0.15841584158415845
3.7,6.8,0.0
3.7,6.9,0.0
3.7,7.0,0.08712871287128714
3.7,7.2,0.08712871287128712
3.7,7.3,0.03960396039603959
3.7,7.4,0.0
3.7,7.5,0.0
3.7,7.6,0.21782178217821782
3.7,7.7,0.06534653465346535
3.7,8.1,0.0
3.7,8.11,0.08712871287128712
3.7,8.2,0.019801980198019795
3.7,8.4,0.0
3.7,8.5,0.25346534653465347
3.7,8.6,0.2871287128712872
3.7,8.7,0.059405940594059396
3.7,8.8,0.0
3.7,8.9,0.0
3.7,9.0,0.0
3.7,9.1,0.08910891089108912
3.7,9.2,0.03564356435643564
3.7,9.3,0.0
3.7,9.4,0.0
3.7,9.5,0.0
3.7,9.6,0.05940594059405939
3.7,9.7,0.0
3.7,9.8,0.027722772277227713
3.7,9.9,0.0
3.7,10.0,0.0
3.7,10.1,0.007920792079207916
3.7,10.11,0.011881188118811876
3.7,10.12,0.0
3.7,10.2,0.12475247524752475
3.7,10.3,0.0
3.7,10.4,0.0
3.7,10.5,0.0
3.7,10.6,0.0
3.7,10.7,0.0
3.7,10.8,0.0
3.7,10.9,0.0
3.8,3.9,0.0
3.8,4.0,0.08910891089108912
3.8,4.1,0.0
3.8,4.2,0.0
3.8,4.3,0.0
3.8,4.4,0.0594059405940594
3.8,4.5,0.019801980198019795
3.8,4.6,0.0
3.8,5.0,0.0
3.8,5.1,0.0
3.8,5.2,0.0
3.8,5.3,0.0
3.8,5.4,0.0
3.8,5.5,0.0
3.8,5.6,0.0
3.8,5.7,0.0
3.8,5.8,0.0
3.8,5.9,0.0
3.8,6.0,0.0
3.8,6.1,0.0
3.8,6.2,0.0
3.8,6.3,0.06534653465346535
3.8,6.4,0.0
3.8,6.5,0.0
3.8,6.6,0.0
3.8,6.7,0.0
3.8,6.8,0.0
3.8,6.9,0.0
3.8,7.0,0.06336633663366338
3.8,7.2,0.06336633663366337
3.8,7.3,0.0
3.8,7.4,0.01584158415841584
3.8,7.5,0.04158415841584158
3.8,7.6,0.11485148514851486
3.8,7.7,0.04752475247524752
3.8,8.1,0.0
3.8,8.11,0.06336633663366337
3.8,8.2,0.0
3.8,8.4,0.0
3.8,8.5,0.17227722772277226
3.8,8.6,0.07920792079207924
3.8,8.7,0.0
3.8,8.8,0.0
3.8,8.9,0.0
3.8,9.0,0.0
3.8,9.1,0.0
3.8,9.2,0.0594059405940594
3.8,9.3,0.0
3.8,9.4,0.0
3.8,9.5,0.0
3.8,9.6,0.0
3.8,9.7,0.0
3.8,9.8,0.0
3.8,9.9,0.0
3.8,10.0,0.0
3.8,10.1,0.0
3.8,10.11,0.0
3.8,10.12,0.0
3.8,10.2,0.0
3.8,10.3,0.0
3.8,10.4,0.0
3.8,10.5,0.0
3.8,10.6,0.0
3.8,10.7,0.0
3.8,10.8,0.0
3.8,10.9,0.0
3.9,4.0,0.0
3.9,4.1,0.0
3.9,4.2,0.011881188118811878
3.9,4.3,0.03168316831683168
3.9,4.4,0.0
3.9,4.5,0.0
3.9,4.6,0.0
3.9,5.0,0.0
3.9,5.1,0.0
3.9,5.2,0.0
3.9,5.3,0.0
3.9,5.4,0.0
3.9,5.5,0.0
3.9,5.6,0.0
3.9,5.7,0.0
3.9,5.8,0.0
3.9,5.9,0.0
3.9,6.0,0.0
3.9,6.1,0.0
3.9,6.2,0.017821782178217824
3.9,6.3,0.15247524752475247
3.9,6.4,0.0
3.9,6.5,0.0
3.9,6.6,0.0
3.9,6.7,0.0
3.9,6.8,0.0
3.9,6.9,0.0
3.9,7.0,0.0
3.9,7.2,0.0
3.9,7.3,0.0
3.9,7.4,0.0
3.9,7.5,0.0
3.9,7.6,0.0
3.9,7.7,0.0
3.9,8.1,0.0
3.9,8.11,0.0
3.9,8.2,0.04356435643564355
3.9,8.4,0.0
3.9,8.5,0.0
3.9,8.6,0.0
3.9,8.7,0.04356435643564355
3.9,8.8,0.0
3.9,8.9,0.06138613861386137
3.9,9.0,0.0
3.9,9.1,0.0
3.9,9.2,0.0
3.9,9.3,0.0
3.9,9.4,0.0
3.9,9.5,0.0
3.9,9.6,0.07524752475247524
3.9,9.7,0.0
3.9,9.8,0.0
3.9,9.9,0.0
3.9,10.0,0.0
3.9,10.1,0.0
3.9,10.11,0.0
3.9,10.12,0.0
3.9,10.2,0.0
3.9,10.3,0.0
3.9,10.4,0.0
3.9,10.5,0.0
3.9,10.6,0.0
3.9,10.7,0.0
3.9,10.8,0.0
3.9,10.9,0.0
4.0,4.1,0.07920792079207926
4.0,4.2,0.06732673267326734
4.0,4.3,0.0
4.0,4.4,0.4376237623762376
4.0,4.5,0.33465346534653473
4.0,4.6,0.3267326732673268
4.0,5.0,0.0
4.0,5.1,0.1722772277227723
4.0,5.2,0.0
4.0,5.3,0.0
4.0,5.4,0.0
4.0,5.5,0.0
4.0,5.6,0.0
4.0,5.7,0.0
4.0,5.8,0.0
4.0,5.9,0.22574257425742578
4.0,6.0,0.0
4.0,6.1,0.06930693069306934
4.0,6.2,0.0
4.0,6.3,0.0
4.0,6.4,0.0
4.0,6.5,0.0
4.0,6.6,0.0
4.0,6.7,0.0
4.0,6.8,0.20198019801980202
4.0,6.9,0.0
4.0,7.0,0.13861386138613865
4.0,7.2,0.0
4.0,7.3,0.0
4.0,7.4,0.0
4.0,7.5,0.0
4.0,7.6,0.03564356435643565
4.0,7.7,0.0
4.0,8.1,0.0
4.0,8.11,0.0
4.0,8.2,0.0
4.0,8.4,0.22376237623762385
4.0,8.5,0.05346534653465347
4.0,8.6,0.13861386138613865
4.0,8.7,0.2237623762376238
4.0,8.8,0.0
4.0,8.9,0.0
4.0,9.0,0.0
4.0,9.1,0.0
4.0,9.2,0.10693069306930694
4.0,9.3,0.0
4.0,9.4,0.0
4.0,9.5,0.0
4.0,9.6,0.0
4.0,9.7,0.0
4.0,9.8,0.0
4.0,9.9,0.0
4.0,10.0,0.0
4.0,10.1,0.0
4.0,10.11,0.0
4.0,10.12,0.0
4.0,10.2,0.0
4.0,10.3,0.0
4.0,10.4,0.0
4.0,10.5,0.0
4.0,10.6,0.0
4.0,10.7,0.0
4.0,10.8,0.0
4.0,10.9,0.0
4.1,4.2,0.14653465346534658
4.1,4.3,0.0
