source,target,value
1.2,3.7,0.0396039603960396
1.2,3.8,0.0
1.2,3.9,0.0
1.2,4.0,0.0
1.2,4.1,0.03762376237623762
1.2,4.2,0.0
1.2,4.3,0.0
1.2,4.4,0.0
1.2,4.5,0.0
1.2,4.6,0.0
1.2,5.0,0.01188118811881188
1.2,5.1,0.20792079207920794
1.2,5.2,0.0
1.2,5.3,0.0
1.2,5.4,0.0
1.2,5.5,0.03168316831683169
1.2,5.6,0.0
1.2,5.7,0.0
1.2,5.8,0.0
1.2,5.9,0.0
1.2,6.0,0.0
1.2,6.1,0.00792079207920792
1.2,6.2,0.0
1.2,6.3,0.0
1.2,6.4,0.0
1.2,6.5,0.1108910891089109
1.2,6.6,0.0
1.2,6.7,0.0
1.2,6.8,0.0
1.2,6.9,0.0
1.2,7.0,0.0
1.2,7.2,0.02376237623762376
1.2,7.3,0.19801980198019803
1.2,7.4,0.0396039603960396
1.2,7.5,0.0
1.2,7.6,0.059405940594059424
1.2,7.7,0.2534653465346535
1.2,8.1,0.0
1.2,8.11,0.10693069306930694
1.2,8.2,0.12673267326732676
1.2,8.4,0.0
1.2,8.5,0.0396039603960396
1.2,8.6,0.0
1.2,8.7,0.0
1.2,8.8,0.0
1.2,8.9,0.0
1.2,9.0,0.01980198019801981
1.2,9.1,0.0
1.2,9.2,0.0
1.2,9.3,0.0
1.2,9.4,0.15841584158415845
1.2,9.5,0.0
1.2,9.6,0.05940594059405941
1.2,9.7,0.0
1.2,9.8,0.13861386138613863
1.2,9.9,0.0
1.2,10.0,0.18811881188118817
1.2,10.1,0.0396039603960396
1.2,10.11,0.05940594059405941
1.2,10.12,0.0
1.2,10.2,0.0
1.2,10.3,0.0
1.2,10.4,0.0
1.2,10.5,0.17425742574257433
1.2,10.6,0.0
1.2,10.7,0.0
1.2,10.8,0.0
1.2,10.9,0.0
1.3,1.4,0.15841584158415845
1.3,2.0,0.0
1.3,2.1,0.0
1.3,2.2,0.0
1.3,2.3,0.0
1.3,2.4,0.0
1.3,2.5,0.0
1.3,2.6,0.0
1.3,2.7,0.02376237623762376
1.3,2.8,0.03564356435643565
1.3,2.9,0.0
1.3,3.0,0.0
1.3,3.1,0.0
1.3,3.11,0.0
1.3,3.2,0.019801980198019795
1.3,3.3,0.0
1.3,3.4,0.0
1.3,3.5,0.0
1.3,3.6,0.0
1.3,3.7,0.0
1.3,3.8,0.06336633663366337
1.3,3.9,0.0
1.3,4.0,0.09900990099009903
1.3,4.1,0.0
1.3,4.2,0.0
1.3,4.3,0.0
1.3,4.4,0.1306930693069307
1.3,4.5,0.0
1.3,4.6,0.0
1.3,5.0,0.0
1.3,5.1,0.0
1.3,5.2,0.15247524752475247
1.3,5.3,0.0
1.3,5.4,0.0
1.3,5.5,0.0
1.3,5.6,0.0
1.3,5.7,0.0
1.3,5.8,0.0
1.3,5.9,0.21782178217821782
1.3,6.0,0.0
1.3,6.1,0.0
1.3,6.2,0.0
1.3,6.3,0.0
1.3,6.4,0.0
1.3,6.5,0.0
1.3,6.6,0.0
1.3,6.7,0.0
1.3,6.8,0.0
1.3,6.9,0.0
1.3,7.0,0.0
1.3,7.2,0.0
1.3,7.3,0.0
1.3,7.4,0.03168316831683168
1.3,7.5,0.0
1.3,7.6,0.0
1.3,7.7,0.0
1.3,8.1,0.0
1.3,8.11,0.0
1.3,8.2,0.0
1.3,8.4,0.0
1.3,8.5,0.0
1.3,8.6,0.0
1.3,8.7,0.0
1.3,8.8,0.0
1.3,8.9,0.0
1.3,9.0,0.0
1.3,9.1,0.0
1.3,9.2,0.0
1.3,9.3,0.0
1.3,9.4,0.0
1.3,9.5,0.0
1.3,9.6,0.0
1.3,9.7,0.0
1.3,9.8,0.0
1.3,9.9,0.0
1.3,10.0,0.0
1.3,10.1,0.0
1.3,10.11,0.0
1.3,10.12,0.0
1.3,10.2,0.0
1.3,10.3,0.0
1.3,10.4,0.0
1.3,10.5,0.0
1.3,10.6,0.0
1.3,10.7,0.0
1.3,10.8,0.0
1.3,10.9,0.0
1.4,2.0,0.03168316831683168
1.4,2.1,0.019801980198019795
1.4,2.2,0.08316831683168319
1.4,2.3,0.035643564356435634
1.4,2.4,0.007920792079207916
1.4,2.5,0.308910891089109
1.4,2.6,0.09504950495049505
1.4,2.7,0.023762376237623752
1.4,2.8,0.0
1.4,2.9,0.007920792079207916
1.4,3.0,0.0
1.4,3.1,0.027722772277227713
1.4,3.11,0.0
1.4,3.2,0.023762376237623752
1.4,3.3,0.0
1.4,3.4,0.023762376237623752
1.4,3.5,0.0
1.4,3.6,0.24752475247524752
1.4,3.7,0.07920792079207921
1.4,3.8,0.0
1.4,3.9,0.11089108910891088
1.4,4.0,0.06336633663366338
1.4,4.1,0.0712871287128713
1.4,4.2,0.0
1.4,4.3,0.0
1.4,4.4,0.023762376237623752
1.4,4.5,0.0
1.4,4.6,0.0
1.4,5.0,0.011881188118811876
1.4,5.1,0.0
1.4,5.2,0.0
1.4,5.3,0.0
1.4,5.4,0.0
1.4,5.5,0.031683168316831684
1.4,5.6,0.0
1.4,5.7,0.0
1.4,5.8,0.0
1.4,5.9,0.18019801980198022
1.4,6.0,0.0
1.4,6.1,0.007920792079207917
1.4,6.2,0.0
1.4,6.3,0.0
1.4,6.4,0.04356435643564355
1.4,6.5,0.0
1.4,6.6,0.0
1.4,6.7,0.0
1.4,6.8,0.0
1.4,6.9,0.0
1.4,7.0,0.0
1.4,7.2,0.023762376237623752
1.4,7.3,0.0
1.4,7.4,0.03960396039603959
1.4,7.5,0.0
1.4,7.6,0.0
1.4,7.7,0.0
1.4,8.1,0.0
1.4,8.11,0.10891089108910892
1.4,8.2,0.027722772277227713
1.4,8.4,0.0
1.4,8.5,0.0
1.4,8.6,0.0
1.4,8.7,0.0
1.4,8.8,0.0
1.4,8.9,0.0
1.4,9.0,0.019801980198019802
1.4,9.1,0.0
1.4,9.2,0.05346534653465346
1.4,9.3,0.0
1.4,9.4,0.0
1.4,9.5,0.0
1.4,9.6,0.05544554455445544
1.4,9.7,0.0
1.4,9.8,0.07920792079207918
1.4,9.9,0.0
1.4,10.0,0.0
1.4,10.1,0.0
1.4,10.11,0.0
1.4,10.12,0.0
1.4,10.2,0.0
1.4,10.3,0.0
1.4,10.4,0.0
1.4,10.5,0.0
1.4,10.6,0.0
1.4,10.7,0.0
1.4,10.8,0.0
1.4,10.9,0.0
2.0,2.1,0.043564356435643554
2.0,2.2,0.11485148514851486
2.0,2.3,0.1940594059405941
2.0,2.4,0.16633663366336635
2.0,2.5,0.0495049504950495
2.0,2.6,0.16237623762376238
2.0,2.7,0.023762376237623752
2.0,2.8,0.0
2.0,2.9,0.007920792079207916
2.0,3.0,0.15841584158415845
2.0,3.1,0.07524752475247523
2.0,3.11,0.0
2.0,3.2,0.0
2.0,3.3,0.10693069306930691
2.0,3.4,0.16633663366336635
2.0,3.5,0.0
2.0,3.6,0.007920792079207917
2.0,3.7,0.17425742574257425
2.0,3.8,0.0
2.0,3.9,0.0
2.0,4.0,0.0
2.0,4.1,0.2653465346534653
2.0,4.2,0.2673267326732673
2.0,4.3,0.0
2.0,4.4,0.0
2.0,4.5,0.0
2.0,4.6,0.0
2.0,5.0,0.011881188118811876
2.0,5.1,0.0
2.0,5.2,0.0
2.0,5.3,0.0
2.0,5.4,0.0
2.0,5.5,0.031683168316831684
2.0,5.6,0.0
2.0,5.7,0.0
2.0,5.8,0.0
2.0,5.9,0.0
2.0,6.0,0.09702970297029705
2.0,6.1,0.007920792079207917
2.0,6.2,0.11881188118811882
2.0,6.3,0.031683168316831684
2.0,6.4,0.0
2.0,6.5,0.14257425742574256
2.0,6.6,0.0
2.0,6.7,0.0
2.0,6.8,0.0
2.0,6.9,0.0
2.0,7.0,0.12673267326732676
2.0,7.2,0.023762376237623752
2.0,7.3,0.039603960396039604
2.0,7.4,0.03960396039603959
2.0,7.5,0.0
2.0,7.6,0.0
2.0,7.7,0.0
2.0,8.1,0.0
2.0,8.11,0.0
2.0,8.2,0.027722772277227713
2.0,8.4,0.0
2.0,8.5,0.04752475247524752
2.0,8.6,0.0
2.0,8.7,0.0
2.0,8.8,0.0
2.0,8.9,0.0
2.0,9.0,0.019801980198019802
2.0,9.1,0.0
2.0,9.2,0.0
2.0,9.3,0.0
2.0,9.4,0.0
2.0,9.5,0.0
2.0,9.6,0.0
2.0,9.7,0.0
2.0,9.8,0.0
2.0,9.9,0.0
2.0,10.0,0.0
2.0,10.1,0.0
2.0,10.11,0.0
2.0,10.12,0.05544554455445544
2.0,10.2,0.0
2.0,10.3,0.0
2.0,10.4,0.0
2.0,10.5,0.0
2.0,10.6,0.0
2.0,10.7,0.0
2.0,10.8,0.0
2.0,10.9,0.0
2.1,2.2,0.04950495049504952
2.1,2.3,0.08910891089108912
2.1,2.4,0.019801980198019795
2.1,2.5,0.019801980198019802
2.1,2.6,0.0
2.1,2.7,0.08712871287128711
2.1,2.8,0.0
2.1,2.9,0.019801980198019795
2.1,3.0,0.0
2.1,3.1,0.3227722772277228
2.1,3.11,0.0
2.1,3.2,0.04752475247524752
2.1,3.3,0.0
2.1,3.4,0.0594059405940594
2.1,3.5,0.0
2.1,3.6,0.019801980198019802
2.1,3.7,0.0
2.1,3.8,0.0
2.1,3.9,0.0
2.1,4.0,0.0
2.1,4.1,0.1188118811881188
2.1,4.2,0.0
2.1,4.3,0.0
2.1,4.4,0.0
2.1,4.5,0.0
2.1,4.6,0.0
2.1,5.0,0.0297029702970297
2.1,5.1,0.099009900990099
2.1,5.2,0.0
2.1,5.3,0.0
2.1,5.4,0.0
2.1,5.5,0.07920792079207924
2.1,5.6,0.0
2.1,5.7,0.0
2.1,5.8,0.0
2.1,5.9,0.0
2.1,6.0,0.0
2.1,6.1,0.019801980198019802
2.1,6.2,0.0
2.1,6.3,0.02376237623762376
2.1,6.4,0.0
2.1,6.5,0.0
2.1,6.6,0.0
2.1,6.7,0.0
2.1,6.8,0.0
2.1,6.9,0.0
2.1,7.0,0.0
2.1,7.2,0.0594059405940594
2.1,7.3,0.0297029702970297
2.1,7.4,0.099009900990099
2.1,7.5,0.06534653465346535
2.1,7.6,0.0
2.1,7.7,0.0
2.1,8.1,0.0
2.1,8.11,0.0
2.1,8.2,0.06930693069306931
2.1,8.4,0.0
2.1,8.5,0.03564356435643564
2.1,8.6,0.0
2.1,8.7,0.0
2.1,8.8,0.0
2.1,8.9,0.0
2.1,9.0,0.04950495049504952
2.1,9.1,0.0
2.1,9.2,0.0
2.1,9.3,0.0
2.1,9.4,0.0
2.1,9.5,0.0
2.1,9.6,0.0
2.1,9.7,0.0
2.1,9.8,0.0
2.1,9.9,0.0
2.1,10.0,0.0
2.1,10.1,0.0
2.1,10.11,0.0
2.1,10.12,0.04158415841584158
2.1,10.2,0.0
2.1,10.3,0.0
2.1,10.4,0.0
2.1,10.5,0.0
2.1,10.6,0.0
2.1,10.7,0.0
2.1,10.8,0.0
2.1,10.9,0.0
2.2,2.3,0.20792079207920797
2.2,2.4,0.13069306930693075
2.2,2.5,0.15643564356435646
2.2,2.6,0.05940594059405942
2.2,2.7,0.05940594059405942
2.2,2.8,0.0
2.2,2.9,0.019801980198019802
2.2,3.0,0.04752475247524754
2.2,3.1,0.06930693069306933
2.2,3.11,0.0
2.2,3.2,0.0
2.2,3.3,0.13861386138613863
2.2,3.4,0.10693069306930694
2.2,3.5,0.0
2.2,3.6,0.01980198019801981
2.2,3.7,0.17821782178217824
2.2,3.8,0.0
2.2,3.9,0.0
2.2,4.0,0.0
2.2,4.1,0.11881188118811882
2.2,4.2,0.07128712871287131
2.2,4.3,0.0
2.2,4.4,0.0
2.2,4.5,0.0
2.2,4.6,0.0
2.2,5.0,0.02970297029702971
2.2,5.1,0.0
2.2,5.2,0.0
2.2,5.3,0.0
2.2,5.4,0.0
2.2,5.5,0.07920792079207926
2.2,5.6,0.0
2.2,5.7,0.0
2.2,5.8,0.0
2.2,5.9,0.0
2.2,6.0,0.0
2.2,6.1,0.01980198019801981
2.2,6.2,0.20198019801980202
2.2,6.3,0.0
2.2,6.4,0.0
2.2,6.5,0.04752475247524753
2.2,6.6,0.0
2.2,6.7,0.2792079207920793
2.2,6.8,0.0
2.2,6.9,0.0
2.2,7.0,0.0
2.2,7.2,0.05940594059405942
2.2,7.3,0.0
2.2,7.4,0.09900990099009903
2.2,7.5,0.0
2.2,7.6,0.0
2.2,7.7,0.0
2.2,8.1,0.0
2.2,8.11,0.0
2.2,8.2,0.06930693069306933
2.2,8.4,0.0
2.2,8.5,0.0
2.2,8.6,0.14257425742574265
2.2,8.7,0.04752475247524753
2.2,8.8,0.0
2.2,8.9,0.0
2.2,9.0,0.104950495049505
2.2,9.1,0.0
2.2,9.2,0.0
2.2,9.3,0.0
2.2,9.4,0.0
2.2,9.5,0.0
2.2,9.6,0.0
2.2,9.7,0.0
2.2,9.8,0.041584158415841586
2.2,9.9,0.0
2.2,10.0,0.0
2.2,10.1,0.0
2.2,10.11,0.0
2.2,10.12,0.041584158415841586
2.2,10.2,0.0
2.2,10.3,0.05544554455445547
2.2,10.4,0.0
2.2,10.5,0.0
2.2,10.6,0.0
2.2,10.7,0.0
2.2,10.8,0.0
2.2,10.9,0.0
2.3,2.4,0.1782178217821782
2.3,2.5,0.03564356435643565
2.3,2.6,0.05940594059405942
2.3,2.7,0.10693069306930694
2.3,2.8,0.09900990099009906
2.3,2.9,0.20990099009900992
2.3,3.0,0.08514851485148517
2.3,3.1,0.12475247524752475
2.3,3.11,0.0
2.3,3.2,0.0
2.3,3.3,0.05940594059405939
2.3,3.4,0.19603960396039605
2.3,3.5,0.0
2.3,3.6,0.03564356435643565
2.3,3.7,0.18217821782178217
2.3,3.8,0.0
2.3,3.9,0.0
2.3,4.0,0.0
2.3,4.1,0.12871287128712872
2.3,4.2,0.19405940594059412
2.3,4.3,0.0
2.3,4.4,0.0
2.3,4.5,0.0
2.3,4.6,0.0
2.3,5.0,0.05346534653465347
2.3,5.1,0.0
2.3,5.2,0.0
2.3,5.3,0.0
2.3,5.4,0.0
2.3,5.5,0.14257425742574265
2.3,5.6,0.0
2.3,5.7,0.0
2.3,5.8,0.0
2.3,5.9,0.0
2.3,6.0,0.035643564356435654
2.3,6.1,0.03564356435643565
2.3,6.2,0.10891089108910895
2.3,6.3,0.0
2.3,6.4,0.12673267326732676
2.3,6.5,0.38019801980198026
2.3,6.6,0.0
2.3,6.7,0.09504950495049508
2.3,6.8,0.0
2.3,6.9,0.0
2.3,7.0,0.08910891089108913
2.3,7.2,0.10693069306930694
2.3,7.3,0.0
2.3,7.4,0.17821782178217824
2.3,7.5,0.1742574257425743
2.3,7.6,0.0
2.3,7.7,0.0
2.3,8.1,0.0
2.3,8.11,0.0
2.3,8.2,0.12475247524752475
2.3,8.4,0.0
2.3,8.5,0.0
2.3,8.6,0.10693069306930697
2.3,8.7,0.03564356435643565
2.3,8.8,0.0
2.3,8.9,0.0
2.3,9.0,0.08910891089108913
2.3,9.1,0.0
2.3,9.2,0.0
2.3,9.3,0.0
2.3,9.4,0.0
2.3,9.5,0.0
2.3,9.6,0.0
2.3,9.7,0.0
2.3,9.8,0.0
2.3,9.9,0.0
2.3,10.0,0.0
2.3,10.1,0.0
2.3,10.11,0.0
2.3,10.12,0.0
2.3,10.2,0.0
2.3,10.3,0.0
2.3,10.4,0.0
2.3,10.5,0.0
2.3,10.6,0.0
2.3,10.7,0.0
2.3,10.8,0.0
2.3,10.9,0.0
2.4,2.5,0.007920792079207917
2.4,2.6,0.15841584158415845
2.4,2.7,0.023762376237623752
2.4,2.8,0.0
2.4,2.9,0.025742574257425738
2.4,3.0,0.13861386138613863
2.4,3.1,0.027722772277227713
2.4,3.11,0.0
2.4,3.2,0.0
2.4,3.3,0.027722772277227713
2.4,3.4,0.24356435643564356
2.4,3.5,0.0
2.4,3.6,0.03762376237623762
2.4,3.7,0.13861386138613863
2.4,3.8,0.0
2.4,3.9,0.0
2.4,4.0,0.29306930693069305
2.4,4.1,0.35247524752475246
2.4,4.2,0.08712871287128712
2.4,4.3,0.0
2.4,4.4,0.3386138613861386
2.4,4.5,0.19207920792079208
2.4,4.6,0.15445544554455445
2.4,5.0,0.011881188118811876
2.4,5.1,0.03564356435643564
2.4,5.2,0.0
2.4,5.3,0.0
2.4,5.4,0.0
2.4,5.5,0.031683168316831684
2.4,5.6,0.011881188118811876
2.4,5.7,0.0
2.4,5.8,0.0
2.4,5.9,0.1306930693069307
2.4,6.0,0.039603960396039604
2.4,6.1,0.06732673267326733
2.4,6.2,0.0
2.4,6.3,0.0
2.4,6.4,0.0
2.4,6.5,0.11881188118811879
2.4,6.6,0.0
2.4,6.7,0.13465346534653466
2.4,6.8,0.18415841584158413
2.4,6.9,0.047524752475247525
2.4,7.0,0.27722772277227725
2.4,7.2,0.023762376237623752
2.4,7.3,0.0
2.4,7.4,0.03960396039603959
2.4,7.5,0.0
2.4,7.6,0.0
2.4,7.7,0.0
2.4,8.1,0.0
2.4,8.11,0.0
2.4,8.2,0.027722772277227713
2.4,8.4,0.10693069306930694
2.4,8.5,0.0
2.4,8.6,0.2435643564356436
2.4,8.7,0.3069306930693069
2.4,8.8,0.06534653465346536
2.4,8.9,0.0
2.4,9.0,0.019801980198019802
2.4,9.1,0.0
2.4,9.2,0.0
2.4,9.3,0.0
2.4,9.4,0.0
2.4,9.5,0.0
2.4,9.6,0.0
2.4,9.7,0.0
2.4,9.8,0.0
2.4,9.9,0.0
2.4,10.0,0.0
2.4,10.1,0.0
2.4,10.11,0.08118811881188118
2.4,10.12,0.0
2.4,10.2,0.0
2.4,10.3,0.0
2.4,10.4,0.0
2.4,10.5,0.0
2.4,10.6,0.0
2.4,10.7,0.0
2.4,10.8,0.0
2.4,10.9,0.09504950495049504
2.5,2.6,0.11881188118811885
2.5,2.7,0.02376237623762376
2.5,2.8,0.0
2.5,2.9,0.007920792079207917
2.5,3.0,0.0
2.5,3.1,0.027722772277227716
2.5,3.11,0.0
2.5,3.2,0.0
2.5,3.3,0.0
2.5,3.4,0.02376237623762376
2.5,3.5,0.0
2.5,3.6,0.09504950495049508
2.5,3.7,0.17623762376237626
2.5,3.8,0.08910891089108912
2.5,3.9,0.0
2.5,4.0,0.16039603960396043
2.5,4.1,0.08712871287128715
2.5,4.2,0.0
2.5,4.3,0.0
2.5,4.4,0.10693069306930694
2.5,4.5,0.03564356435643564
2.5,4.6,0.0
2.5,5.0,0.01188118811881188
2.5,5.1,0.0
2.5,5.2,0.0
2.5,5.3,0.0
2.5,5.4,0.0
2.5,5.5,0.07128712871287132
2.5,5.6,0.0
2.5,5.7,0.0
2.5,5.8,0.0
2.5,5.9,0.0
2.5,6.0,0.0
2.5,6.1,0.18217821782178226
2.5,6.2,0.035643564356435654
2.5,6.3,0.0
2.5,6.4,0.015841584158415842
2.5,6.5,0.0
2.5,6.6,0.04356435643564356
2.5,6.7,0.06534653465346538
2.5,6.8,0.0
2.5,6.9,0.0
2.5,7.0,0.0
2.5,7.2,0.19801980198019806
2.5,7.3,0.11881188118811882
2.5,7.4,0.0396039603960396
2.5,7.5,0.0
2.5,7.6,0.0712871287128713
2.5,7.7,0.0
2.5,8.1,0.20396039603960403
2.5,8.11,0.03960396039603962
2.5,8.2,0.08712871287128714
2.5,8.4,0.0
2.5,8.5,0.07722772277227723
2.5,8.6,0.0
2.5,8.7,0.0
2.5,8.8,0.09504950495049508
2.5,8.9,0.0
2.5,9.0,0.312871287128713
2.5,9.1,0.0
2.5,9.2,0.10693069306930694
2.5,9.3,0.19207920792079214
2.5,9.4,0.0
2.5,9.5,0.18217821782178217
2.5,9.6,0.03564356435643565
2.5,9.7,0.0
2.5,9.8,0.3346534653465347
2.5,9.9,0.0
2.5,10.0,0.0
2.5,10.1,0.02376237623762376
2.5,10.11,0.03564356435643565
2.5,10.12,0.017821782178217824
2.5,10.2,0.1584158415841585
2.5,10.3,0.02376237623762377
2.5,10.4,0.0
2.5,10.5,0.15247524752475253
2.5,10.6,0.0
2.5,10.7,0.0
2.5,10.8,0.0
2.5,10.9,0.06534653465346536
2.6,2.7,0.0
2.6,2.8,0.0316831683168317
2.6,2.9,0.07920792079207926
2.6,3.0,0.1584158415841585
2.6,3.1,0.06930693069306933
2.6,3.11,0.0
2.6,3.2,0.0
2.6,3.3,0.05346534653465347
2.6,3.4,0.25148514851485154
2.6,3.5,0.0
2.6,3.6,0.0
2.6,3.7,0.05940594059405942
2.6,3.8,0.0
2.6,3.9,0.0
2.6,4.0,0.0
2.6,4.1,0.3425742574257427
2.6,4.2,0.035643564356435654
2.6,4.3,0.0
2.6,4.4,0.0
2.6,4.5,0.0
2.6,4.6,0.0
2.6,5.0,0.0
2.6,5.1,0.0
2.6,5.2,0.0
2.6,5.3,0.0
2.6,5.4,0.0
2.6,5.5,0.0
2.6,5.6,0.0
2.6,5.7,0.0
2.6,5.8,0.0
2.6,5.9,0.0
2.6,6.0,0.03168316831683169
2.6,6.1,0.0
2.6,6.2,0.17623762376237628
2.6,6.3,0.0
2.6,6.4,0.0
2.6,6.5,0.11881188118811882
2.6,6.6,0.0
2.6,6.7,0.0
2.6,6.8,0.0
2.6,6.9,0.0
2.6,7.0,0.14257425742574265
2.6,7.2,0.0
2.6,7.3,0.0
2.6,7.4,0.0
2.6,7.5,0.0
2.6,7.6,0.0
2.6,7.7,0.0
2.6,8.1,0.09900990099009903
2.6,8.11,0.0
2.6,8.2,0.08712871287128715
2.6,8.4,0.0
2.6,8.5,0.0
2.6,8.6,0.0
2.6,8.7,0.0
2.6,8.8,0.0
2.6,8.9,0.0
2.6,9.0,0.0
2.6,9.1,0.0
2.6,9.2,0.0
2.6,9.3,0.0
2.6,9.4,0.0
2.6,9.5,0.12475247524752475
2.6,9.6,0.0
2.6,9.7,0.0
2.6,9.8,0.0
2.6,9.9,0.0
2.6,10.0,0.0
2.6,10.1,0.07128712871287131
2.6,10.11,0.0
2.6,10.12,0.0
2.6,10.2,0.0
2.6,10.3,0.0
2.6,10.4,0.0
2.6,10.5,0.0
2.6,10.6,0.0
2.6,10.7,0.09702970297029706
2.6,10.8,0.0
2.6,10.9,0.0
2.7,2.8,0.011881188118811878
2.7,2.9,0.023762376237623752
2.7,3.0,0.0
2.7,3.1,0.08316831683168316
2.7,3.11,0.0
2.7,3.2,0.0
2.7,3.3,0.0
2.7,3.4,0.07128712871287128
2.7,3.5,0.0
2.7,3.6,0.023762376237623756
2.7,3.7,0.0
2.7,3.8,0.0
2.7,3.9,0.0
2.7,4.0,0.0
2.7,4.1,0.023762376237623752
2.7,4.2,0.0
2.7,4.3,0.0
2.7,4.4,0.0
2.7,4.5,0.0
